"","Left_Right_Wing","BirthYear","Income","Religiousity","Education","Country","Location","Gender","Occupation","Marital_Status","Age"
"9736",0,1934,2,1,4,"Bulgaria",3,1,810,1,82
"91261",4,1938,1,3,3,"Bulgaria",1,1,920,2,78
"44193",5,1973,3,3,4,"Austria",1,1,314,1,43
"5635",5,1989,1,2,4,"Sweden",3,2,510,4,27
"9742",0,1970,3,1,4,"Bulgaria",2,2,510,1,46
"57291",7,1972,3,1,4,"Sweden",2,1,240,1,44
"5239",4,1988,1,1,5,"Sweden",3,2,420,1,28
"8961",10,1955,4,1,4,"Bulgaria",3,1,350,1,61
"50321",4,1945,3,2,4,"Sweden",4,2,410,2,71
"50031",8,1964,5,1,7,"Sweden",3,2,340,1,52
"47282",5,1984,3,3,3,"Austria",1,1,314,4,32
"51381",5,1987,1,1,7,"Sweden",4,2,410,1,29
"9835",8,1986,3,2,4,"Bulgaria",3,1,520,4,30
"44782",5,1969,5,3,9,"Austria",2,1,741,1,47
"41971",5,1952,3,3,2,"Austria",3,1,541,1,64
"44101",3,1980,5,2,4,"Austria",1,1,121,1,36
"90551",0,1948,3,4,4,"Bulgaria",2,2,410,1,68
"5782",7,1938,3,3,6,"Sweden",3,2,130,1,78
"9490",0,1940,2,3,4,"Bulgaria",1,2,810,1,76
"8983",7,1991,4,3,4,"Bulgaria",3,1,810,1,25
"9140",7,1963,4,2,4,"Bulgaria",1,1,240,1,53
"5541",0,1981,2,1,7,"Sweden",3,1,230,4,35
"8965",3,1976,4,3,4,"Bulgaria",2,1,710,1,40
"92971",6,1965,4,2,4,"Bulgaria",3,2,530,1,51
"92431",10,1974,5,1,4,"Bulgaria",3,2,520,1,42
"9777",5,1945,1,3,4,"Bulgaria",2,2,420,3,71
"5338",6,1946,5,2,8,"Sweden",3,2,340,1,70
"50021",3,1951,3,4,8,"Sweden",4,2,240,1,65
"5222",8,1972,2,2,4,"Sweden",1,1,810,1,44
"3974",0,1987,3,1,8,"Austria",2,1,265,4,29
"45912",5,1956,1,3,4,"Austria",1,1,524,1,60
"93211",0,1952,3,1,4,"Bulgaria",3,1,830,1,64
"47622",4,1977,2,2,4,"Austria",1,2,931,4,39
"47852",7,1987,2,3,4,"Austria",2,2,532,4,29
"41562",3,1969,5,3,4,"Austria",1,1,532,1,47
"4806",10,1970,4,3,4,"Austria",4,2,412,1,46
"9103",1,1970,2,2,4,"Bulgaria",2,1,930,3,46
"9834",10,1981,4,1,8,"Bulgaria",3,1,420,4,35
"54671",6,1965,3,2,7,"Sweden",4,1,820,4,51
"5154",5,1964,4,2,4,"Sweden",2,2,720,1,52
"9815",1,1988,5,3,8,"Bulgaria",2,1,820,4,28
"42671",5,1974,3,3,5,"Austria",2,1,143,1,42
"51581",7,1969,1,1,5,"Sweden",1,2,230,1,47
"56401",8,1952,2,1,4,"Sweden",4,2,240,1,64
"47083",1,1985,1,1,8,"Austria",3,1,334,4,31
"53351",3,1971,4,1,7,"Sweden",2,2,240,1,45
"15349",8,1968,5,2,4,"Czech Republic",2,1,700,1,48
"54701",5,1944,2,2,4,"Sweden",2,2,340,1,72
"5076",7,1949,5,2,4,"Sweden",4,2,340,1,67
"15372",5,1953,2,1,4,"Czech Republic",2,2,234,3,63
"5120",8,1944,5,3,4,"Sweden",4,2,240,1,72
"9756",1,1942,1,2,4,"Bulgaria",2,2,410,2,74
"15321",5,1986,2,2,4,"Czech Republic",1,1,311,4,30
"15343",10,1947,4,2,4,"Czech Republic",3,1,312,1,69
"47141",5,1958,5,3,3,"Austria",3,2,333,1,58
"52051",7,1960,5,2,9,"Sweden",4,1,120,1,56
"4869",5,1947,3,2,3,"Austria",2,1,411,1,69
"5759",9,1989,1,1,7,"Sweden",4,1,510,1,27
"4568",3,1964,4,3,8,"Austria",1,2,235,4,52
"9319",8,1949,4,2,4,"Bulgaria",3,2,730,1,67
"90981",10,1967,5,4,8,"Bulgaria",3,1,210,1,49
"89481",5,1946,4,3,7,"Bulgaria",3,2,330,2,70
"15339",6,1980,4,2,3,"Czech Republic",4,1,722,3,36
"51041",7,1986,1,1,6,"Sweden",4,1,510,1,30
"5504",8,1976,5,1,8,"Sweden",4,1,340,1,40
"15241",2,1969,1,1,3,"Czech Republic",4,2,520,3,47
"5636",7,1962,5,2,4,"Sweden",4,1,310,1,54
"9277",0,1955,3,2,3,"Bulgaria",1,2,830,1,61
"49752",5,1953,4,2,4,"Sweden",1,2,510,1,63
"15212",0,1946,2,2,3,"Czech Republic",2,1,741,1,70
"48573",7,1970,2,2,3,"Austria",2,1,723,4,46
"5664",3,1954,2,1,4,"Sweden",4,1,240,1,62
"5388",7,1977,1,1,4,"Sweden",4,1,410,4,39
"9721",0,1984,2,3,4,"Bulgaria",1,2,820,1,32
"55761",6,1956,4,2,5,"Sweden",4,2,410,1,60
"9390",9,1956,4,3,4,"Bulgaria",2,1,30,1,60
"15244",2,1967,4,2,9,"Czech Republic",4,1,150,4,49
"48751",5,1971,3,3,4,"Austria",3,2,411,1,45
"49891",6,1969,3,2,7,"Sweden",4,2,220,4,47
"9665",0,1941,3,2,4,"Bulgaria",1,2,730,1,75
"57211",6,1949,4,2,7,"Sweden",3,2,320,1,67
"9477",3,1975,2,2,4,"Bulgaria",3,1,430,1,41
"53481",2,1959,4,1,4,"Sweden",3,1,720,1,57
"5170",3,1968,3,1,5,"Sweden",2,1,310,4,48
"57841",5,1991,3,1,4,"Sweden",3,2,910,4,25
"45252",3,1984,3,3,3,"Austria",1,1,818,3,32
"5385",3,1965,5,1,7,"Sweden",3,2,120,1,51
"47862",3,1984,1,3,4,"Austria",1,2,522,4,32
"5518",5,1965,2,1,6,"Sweden",2,1,210,1,51
"5593",6,1955,3,3,4,"Sweden",2,1,710,1,61
"40031",2,1991,3,3,7,"Austria",4,2,522,1,25
"4987",8,1975,4,1,6,"Sweden",4,1,340,4,41
"55231",5,1991,1,3,4,"Sweden",4,1,510,4,25
"5020",2,1946,3,2,2,"Sweden",2,2,910,1,70
"48803",7,1975,3,3,4,"Austria",2,1,752,4,41
"5606",3,1963,2,2,6,"Sweden",4,1,210,1,53
"4874",2,1954,4,1,4,"Austria",3,2,112,1,62
"5176",0,1981,2,1,7,"Sweden",4,2,510,1,35
"5040",6,1971,2,2,4,"Sweden",4,1,710,1,45
"41093",5,1983,4,3,4,"Austria",4,1,432,1,33
"5701",3,1986,1,1,4,"Sweden",4,2,510,1,30
"43972",2,1970,5,2,8,"Austria",1,2,235,1,46
"40001",5,1961,4,4,4,"Austria",2,2,411,1,55
"46001",6,1966,4,3,5,"Austria",1,2,243,4,50
"5580",2,1975,3,1,8,"Sweden",1,2,210,1,41
"54941",3,1967,3,2,4,"Sweden",2,1,710,4,49
"51862",7,1937,2,3,6,"Sweden",4,2,320,1,79
"51131",8,1982,3,1,4,"Sweden",3,1,120,4,34
"56361",7,1962,5,2,4,"Sweden",4,1,310,1,54
"51251",7,1944,5,1,3,"Sweden",4,1,210,1,72
"5200",7,1947,2,1,4,"Sweden",4,2,240,4,69
"5691",6,1936,4,1,4,"Sweden",1,1,310,1,80
"50481",5,1978,1,1,7,"Sweden",4,1,410,1,38
"44941",5,1964,4,2,4,"Austria",2,2,523,1,52
"41733",0,1962,3,3,4,"Austria",2,1,311,1,54
"55701",7,1995,4,2,3,"Sweden",4,2,910,4,21
"54922",7,1974,4,2,7,"Sweden",2,1,210,1,42
"51582",7,1969,1,1,5,"Sweden",1,2,230,1,47
"5343",4,1961,4,2,4,"Sweden",1,2,510,1,55
"3980",4,1961,5,3,3,"Austria",1,1,834,3,55
"48832",4,1983,3,3,3,"Austria",4,2,411,1,33
"52641",0,1975,2,4,4,"Sweden",3,2,520,1,41
"43062",4,1972,2,3,5,"Austria",1,2,411,3,44
"45562",5,1973,2,2,4,"Austria",2,1,933,4,43
"43391",5,1965,4,3,3,"Austria",1,1,141,1,51
"41602",5,1995,2,2,3,"Austria",3,1,512,4,21
"47591",5,1956,4,3,4,"Austria",1,1,821,1,60
"47492",6,1985,4,2,8,"Austria",2,1,134,1,31
"46671",4,1994,4,4,4,"Austria",1,1,441,1,22
"41781",3,1976,4,3,4,"Austria",1,1,722,4,40
"41541",5,1988,4,3,4,"Austria",4,2,325,4,28
"4337",5,1994,5,1,4,"Austria",2,1,512,4,22
"48562",5,1989,2,3,4,"Austria",1,1,722,1,27
"44171",3,1967,5,3,6,"Austria",3,2,235,1,49
"53911",7,1980,5,2,5,"Sweden",4,2,340,1,36
"40021",5,1973,4,3,5,"Austria",1,1,541,1,43
"57032",4,1938,1,2,2,"Sweden",3,2,410,2,78
"5308",3,1959,4,2,4,"Sweden",1,2,730,1,57
"41303",5,1985,2,3,7,"Austria",3,1,252,4,31
"49761",7,1987,3,2,4,"Sweden",4,2,720,1,29
"42693",0,1961,3,3,4,"Austria",1,1,522,1,55
"41353",5,1988,3,3,4,"Austria",3,2,721,1,28
"52052",7,1960,5,2,9,"Sweden",4,1,120,1,56
"54221",0,1946,1,1,4,"Sweden",1,1,610,4,70
"46601",7,1955,4,3,4,"Austria",3,2,322,1,61
"5088",7,1977,3,1,4,"Sweden",4,1,810,1,39
"40641",4,1955,5,1,8,"Austria",3,1,112,1,61
"46721",5,1988,4,3,8,"Austria",1,2,261,1,28
"44194",5,1973,3,3,4,"Austria",1,1,314,1,43
"55721",5,1956,5,2,4,"Sweden",4,2,520,1,60
"47831",5,1976,5,2,4,"Austria",1,1,422,1,40
"5291",0,1978,3,1,6,"Sweden",2,1,230,1,38
"52941",7,1988,1,2,5,"Sweden",4,1,810,4,28
"52591",7,1944,2,3,8,"Sweden",1,2,230,4,72
"47642",1,1957,4,1,8,"Austria",3,2,325,3,59
"51902",9,1947,5,2,3,"Sweden",3,1,340,1,69
"5670",7,1979,4,2,4,"Sweden",4,2,410,1,37
"51301",6,1942,3,2,2,"Sweden",4,1,330,1,74
"39585",8,1972,2,2,4,"Austria",2,1,334,4,44
"4823",10,1956,3,3,4,"Austria",2,2,524,1,60
"42801",5,1957,2,3,4,"Austria",1,1,821,1,59
"46532",4,1965,4,3,4,"Austria",2,2,524,1,51
"50131",3,1944,2,1,6,"Sweden",2,1,240,4,72
"45812",1,1971,3,3,4,"Austria",1,1,552,1,45
"41061",5,1967,3,3,4,"Austria",1,1,722,1,49
"43332",8,1982,3,3,4,"Austria",1,1,834,1,34
"50681",3,1956,5,1,8,"Sweden",4,1,240,1,60
"47084",1,1985,1,1,8,"Austria",3,1,334,4,31
"52081",8,1948,2,2,2,"Sweden",1,1,520,1,68
"40772",5,1958,5,3,8,"Austria",1,2,112,1,58
"47254",5,1981,1,3,4,"Austria",3,1,523,4,35
"54861",5,1982,2,2,5,"Sweden",3,2,520,1,34
"53711",10,1975,2,1,4,"Sweden",3,1,830,4,41
"53622",5,1946,3,1,4,"Sweden",4,2,420,1,70
"41922",3,1962,3,2,8,"Austria",4,1,325,1,54
"5628",7,1946,3,1,5,"Sweden",1,1,240,1,70
"50413",7,1944,4,2,3,"Sweden",3,2,340,1,72
"45392",6,1971,3,3,4,"Austria",2,1,252,4,45
"5044",5,1965,1,4,4,"Sweden",4,2,520,1,51
"4487",4,1977,2,3,5,"Austria",2,2,532,4,39
"42112",7,1967,5,4,8,"Austria",1,1,233,3,49
"51822",8,1946,1,3,3,"Sweden",3,1,340,4,70
"40523",5,1966,3,3,5,"Austria",2,2,315,1,50
"47723",5,1959,3,3,4,"Austria",1,2,411,1,57
"48574",7,1970,2,2,3,"Austria",2,1,723,4,46
"49701",6,1965,4,1,6,"Sweden",4,2,340,4,51
"45072",4,1959,3,3,6,"Austria",2,2,513,3,57
"48003",7,1986,2,3,4,"Austria",1,1,322,4,30
"5404",7,1974,5,1,4,"Sweden",4,1,210,1,42
"47853",7,1987,2,3,4,"Austria",2,2,532,4,29
"53371",6,1982,2,1,4,"Sweden",1,1,710,1,34
"5497",6,1953,4,1,4,"Sweden",4,1,210,1,63
"4973",7,1940,1,2,7,"Sweden",4,1,340,1,76
"56991",2,1975,3,2,6,"Sweden",4,2,330,1,41
"41432",2,1970,2,2,5,"Austria",3,1,411,4,46
"5375",1,1938,1,2,4,"Sweden",3,2,810,2,78
"44324",5,1961,2,1,9,"Austria",2,1,241,4,55
"40102",1,1986,5,1,4,"Austria",1,2,541,4,30
"5380",5,1940,2,3,2,"Sweden",1,2,510,1,76
"50781",0,1984,1,3,7,"Sweden",4,2,220,4,32
"55621",4,1948,4,2,6,"Sweden",2,1,120,1,68
"56161",6,1966,3,3,4,"Sweden",4,1,240,4,50
"5437",6,1958,3,2,7,"Sweden",2,2,330,1,58
"49213",4,1976,2,2,4,"Austria",3,1,821,4,40
"46461",5,1963,2,1,4,"Austria",2,2,911,3,53
"50012",2,1947,4,1,4,"Sweden",4,1,340,1,69
"4471",2,1977,4,3,9,"Austria",2,2,223,1,39
"54531",5,1952,3,2,6,"Sweden",1,2,320,1,64
"42502",4,1970,3,3,8,"Austria",2,2,222,1,46
"56821",7,1967,5,2,7,"Sweden",3,1,120,1,49
"53962",7,1953,4,1,4,"Sweden",4,1,310,1,63
"41441",5,1987,4,3,4,"Austria",3,1,522,1,29
"40461",5,1957,3,4,4,"Austria",1,1,541,1,59
"41312",2,1994,4,3,4,"Austria",1,2,411,1,22
"50322",4,1945,3,2,4,"Sweden",4,2,410,2,71
"49511",3,1956,2,1,6,"Austria",4,1,252,3,60
"5262",4,1938,2,2,2,"Sweden",3,1,310,1,78
"50102",4,1985,1,1,6,"Sweden",4,2,410,1,31
"50731",9,1945,4,2,4,"Sweden",3,1,230,1,71
"48041",3,1958,5,4,5,"Austria",3,1,334,1,58
"4994",0,1962,1,1,6,"Sweden",1,2,510,4,54
"5152",7,1951,1,2,2,"Sweden",2,1,820,4,65
"5118",9,1937,3,3,4,"Sweden",4,1,240,1,79
"5498",2,1942,1,1,7,"Sweden",4,2,240,4,74
"55522",8,1949,4,1,7,"Sweden",4,1,340,4,67
"44112",8,1965,5,1,8,"Austria",1,1,134,1,51
"46091",5,1983,3,3,3,"Austria",2,1,311,4,33
"3966",4,1953,2,4,4,"Austria",2,1,515,1,63
"41802",2,1956,3,3,4,"Austria",3,2,411,1,60
"5159",7,1948,5,2,5,"Sweden",2,1,340,1,68
"42521",5,1972,2,2,4,"Austria",1,2,411,1,44
"42672",5,1974,3,3,5,"Austria",2,1,143,1,42
"40192",5,1984,5,3,5,"Austria",1,2,411,4,32
"42772",5,1966,3,3,4,"Austria",1,1,933,1,50
"50451",3,1956,3,2,3,"Sweden",2,1,810,1,60
"51541",5,1964,4,2,4,"Sweden",2,2,720,1,52
"47411",7,1990,5,2,4,"Austria",2,2,516,4,26
"4546",5,1960,3,2,5,"Austria",2,1,754,1,56
"5567",6,1938,2,1,4,"Sweden",2,1,210,1,78
"5554",4,1986,2,1,5,"Sweden",1,2,510,4,30
"5363",8,1950,4,1,7,"Sweden",2,2,320,1,66
"48602",5,1995,1,4,2,"Austria",1,1,741,4,21
"42173",9,1964,5,3,8,"Austria",3,2,241,1,52
"46541",8,1987,2,2,4,"Austria",2,1,721,4,29
"53521",7,1962,3,1,4,"Sweden",4,2,340,4,54
"47283",5,1984,3,3,3,"Austria",1,1,314,4,32
"44783",5,1969,5,3,9,"Austria",2,1,741,1,47
"49443",5,1990,2,3,4,"Austria",1,1,834,4,26
"54731",6,1948,5,1,9,"Sweden",4,1,230,4,68
"5622",6,1948,2,2,7,"Sweden",2,2,320,4,68
"47742",5,1964,5,3,8,"Austria",3,1,265,1,52
"50291",7,1963,3,1,4,"Sweden",3,1,520,1,53
"53482",2,1959,4,1,4,"Sweden",3,1,720,1,57
"45752",5,1959,2,1,4,"Austria",1,1,731,1,57
"42841",2,1955,4,3,4,"Austria",2,1,314,1,61
"49061",5,1983,3,3,3,"Austria",3,1,411,4,33
"41641",5,1975,3,2,8,"Austria",3,1,233,3,41
"51372",7,1954,3,2,4,"Sweden",1,1,830,1,62
"50253",7,1963,4,2,4,"Sweden",4,2,120,1,53
"49463",6,1995,3,3,4,"Austria",1,1,441,4,21
"48842",3,1983,2,1,8,"Austria",4,1,265,4,33
"44851",3,1967,3,3,5,"Austria",2,1,241,3,49
"5594",4,1992,1,2,4,"Sweden",2,2,830,1,24
"5314",5,1955,1,2,4,"Sweden",1,1,720,1,61
"48262",5,1969,2,4,4,"Austria",1,2,222,4,47
"50982",3,1991,5,1,5,"Sweden",4,1,230,4,25
"43641",6,1989,4,3,4,"Austria",4,1,332,1,27
"49753",5,1953,4,2,4,"Sweden",1,2,510,1,63
"53891",5,1967,5,1,5,"Sweden",4,2,240,1,49
"48411",2,1968,4,1,8,"Austria",4,2,235,1,48
"53881",7,1977,1,1,4,"Sweden",4,1,410,4,39
"54642",4,1951,4,2,4,"Sweden",3,1,120,1,65
"5547",5,1967,3,1,5,"Sweden",4,1,310,4,49
"5577",6,1975,4,1,4,"Sweden",1,1,720,4,41
"51412",4,1953,4,2,4,"Sweden",4,2,510,1,63
"42812",5,1965,3,3,4,"Austria",3,1,933,4,51
"43662",5,1962,5,3,5,"Austria",2,1,311,1,54
"5227",7,1939,2,2,4,"Sweden",4,1,130,1,77
"48661",8,1955,5,2,7,"Austria",4,2,241,1,61
"51722",5,1952,3,1,6,"Sweden",2,1,320,1,64
"46431",5,1965,3,4,5,"Austria",1,2,412,1,51
"4522",1,1970,3,3,4,"Austria",1,2,411,1,46
"48921",5,1981,5,3,4,"Austria",3,1,522,4,35
"46332",3,1968,1,4,4,"Austria",1,1,263,4,48
"55411",0,1981,2,1,7,"Sweden",3,1,230,4,35
"48992",3,1980,3,3,4,"Austria",1,1,241,4,36
"57091",7,1947,4,1,8,"Sweden",3,1,240,1,69
"5778",4,1952,5,2,3,"Sweden",2,1,710,1,64
"40103",1,1986,5,1,4,"Austria",1,2,541,4,30
"5077",4,1950,5,2,6,"Sweden",4,1,120,1,66
"5712",8,1961,5,2,6,"Sweden",3,1,510,1,55
"51132",8,1982,3,1,4,"Sweden",3,1,120,4,34
"4974",4,1945,5,3,8,"Sweden",4,1,120,1,71
"8924",4,1952,3,2,9,"Bulgaria",3,1,10,1,64
"4968",2,1959,2,2,4,"Sweden",3,1,410,4,57
"53471",6,1959,3,4,9,"Sweden",4,2,230,4,57
"51373",7,1954,3,2,4,"Sweden",1,1,830,1,62
"41313",2,1994,4,3,4,"Austria",1,2,411,1,22
"5711",5,1989,2,3,4,"Sweden",4,2,410,4,27
"44852",3,1967,3,3,5,"Austria",2,1,241,3,49
"40053",4,1983,2,3,8,"Austria",1,2,226,4,33
"46981",5,1980,5,3,4,"Austria",1,1,611,4,36
"5773",1,1990,1,2,7,"Sweden",4,2,230,1,26
"56822",7,1967,5,2,7,"Sweden",3,1,120,1,49
"5356",4,1956,3,1,8,"Sweden",4,2,220,4,60
"5242",8,1946,3,2,2,"Sweden",1,1,410,1,70
"8940",7,1980,2,3,4,"Bulgaria",1,2,530,1,36
"52661",5,1978,3,1,7,"Sweden",3,2,340,1,38
"53742",8,1935,2,1,4,"Sweden",2,1,710,1,81
"50782",0,1984,1,3,7,"Sweden",4,2,220,4,32
"51501",1,1942,1,1,2,"Sweden",4,1,410,4,74
"45973",5,1988,2,2,4,"Austria",2,1,522,4,28
"42113",7,1967,5,4,8,"Austria",1,1,233,3,49
"5763",3,1938,3,1,8,"Sweden",2,1,210,1,78
"5675",5,1948,3,2,6,"Sweden",1,2,320,1,68
"53381",6,1946,5,2,8,"Sweden",3,2,340,1,70
"54961",9,1947,4,2,4,"Sweden",2,1,710,1,69
"3982",5,1957,5,2,4,"Austria",2,1,133,1,59
"49831",8,1947,4,3,4,"Sweden",4,2,410,1,69
"5427",2,1951,3,1,6,"Sweden",4,2,320,1,65
"43753",3,1962,2,4,4,"Austria",2,2,322,3,54
"4661",4,1958,1,4,4,"Austria",1,2,441,1,58
"44195",5,1973,3,3,4,"Austria",1,1,314,1,43
"41951",2,1959,5,2,4,"Austria",3,1,241,1,57
"48741",2,1954,4,1,4,"Austria",3,2,112,1,62
"48711",6,1984,4,3,4,"Austria",1,1,741,4,32
"47681",6,1981,1,3,3,"Austria",1,2,265,1,35
"42122",8,1970,3,3,8,"Austria",3,2,264,3,46
"41841",5,1969,4,4,8,"Austria",1,1,264,1,47
"89271",5,1960,1,3,4,"Bulgaria",3,2,960,3,56
"49512",3,1956,2,1,6,"Austria",4,1,252,3,60
"45073",4,1959,3,3,6,"Austria",2,2,513,3,57
"5560",5,1990,2,2,4,"Sweden",3,2,510,4,26
"40081",6,1966,5,3,4,"Austria",2,1,313,1,50
"49062",5,1983,3,3,3,"Austria",3,1,411,4,33
"54711",7,1943,5,3,6,"Sweden",4,2,330,1,73
"41542",5,1988,4,3,4,"Austria",4,2,325,4,28
"50741",5,1954,2,4,6,"Sweden",2,2,330,4,62
"43371",5,1994,5,1,4,"Austria",2,1,512,4,22
"41603",5,1995,2,2,3,"Austria",3,1,512,4,21
"53892",5,1967,5,1,5,"Sweden",4,2,240,1,49
"56021",1,1952,5,1,6,"Sweden",4,1,210,4,64
"47623",4,1977,2,2,4,"Austria",1,2,931,4,39
"5217",8,1961,5,2,6,"Sweden",3,2,120,1,55
"41082",5,1996,1,4,2,"Austria",1,1,722,4,20
"47743",5,1964,5,3,8,"Austria",3,1,265,1,52
"45212",5,1963,3,2,4,"Austria",1,1,751,1,53
"54732",6,1948,5,1,9,"Sweden",4,1,230,4,68
"49042",5,1967,4,3,4,"Austria",4,2,242,1,49
"54643",4,1951,4,2,4,"Sweden",3,1,120,1,65
"5466",3,1971,3,1,7,"Sweden",3,1,210,4,45
"89301",7,1992,2,3,4,"Bulgaria",2,1,960,4,24
"48833",4,1983,3,3,3,"Austria",4,2,411,1,33
"5373",1,1953,5,3,8,"Sweden",3,2,240,1,63
"5145",3,1949,3,2,5,"Sweden",4,2,410,1,67
"52942",7,1988,1,2,5,"Sweden",4,1,810,4,28
"39586",8,1972,2,2,4,"Austria",2,1,334,4,44
"49321",5,1955,2,3,4,"Austria",4,2,421,3,61
"43601",0,1968,3,3,4,"Austria",3,1,713,4,48
"47493",6,1985,4,2,8,"Austria",2,1,134,1,31
"5119",8,1969,4,2,7,"Sweden",3,1,120,1,47
"4691",5,1974,1,3,3,"Austria",1,1,112,1,42
"41304",5,1985,2,3,7,"Austria",3,1,252,4,31
"44172",3,1967,5,3,6,"Austria",3,2,235,1,49
"51932",3,1951,3,3,4,"Sweden",4,1,510,1,65
"48231",10,1956,3,3,4,"Austria",2,2,524,1,60
"5395",9,1944,5,2,6,"Sweden",3,2,320,1,72
"41121",5,1981,2,2,3,"Austria",2,1,713,4,35
"48613",3,1970,4,1,5,"Austria",1,2,342,1,46
"56911",6,1936,4,1,4,"Sweden",1,1,310,1,80
"5542",4,1947,2,1,4,"Sweden",4,1,820,1,69
"55331",6,1958,4,2,4,"Sweden",1,1,310,1,58
"42371",7,1992,5,4,4,"Austria",1,1,834,4,24
"41563",3,1969,5,3,4,"Austria",1,1,532,1,47
"51521",7,1951,1,2,2,"Sweden",2,1,820,4,65
"89281",5,1988,2,4,2,"Bulgaria",2,2,920,1,28
"51532",3,1945,4,2,2,"Sweden",3,2,510,1,71
"46002",6,1966,4,3,5,"Austria",1,2,243,4,50
"42673",5,1974,3,3,5,"Austria",2,1,143,1,42
"53712",10,1975,2,1,4,"Sweden",3,1,830,4,41
"4085",0,1974,5,3,5,"Austria",3,2,334,1,42
"48912",8,1971,1,3,5,"Austria",2,1,241,4,45
"49663",5,1971,4,2,4,"Sweden",4,1,310,1,45
"5770",3,1975,3,2,7,"Sweden",3,2,240,1,41
"46382",2,1964,1,1,4,"Austria",1,2,411,4,52
"49214",4,1976,2,2,4,"Austria",3,1,821,4,40
"55941",4,1992,1,2,4,"Sweden",2,2,830,1,24
"4911",4,1975,4,2,6,"Austria",2,2,332,1,41
"55012",3,1956,3,2,5,"Sweden",4,1,830,1,60
"55361",1,1967,2,3,4,"Sweden",3,2,210,4,49
"50761",7,1949,5,2,4,"Sweden",4,2,340,1,67
"5751",2,1948,4,2,2,"Sweden",4,1,520,1,68
"41782",3,1976,4,3,4,"Austria",1,1,722,4,40
"55541",4,1986,2,1,5,"Sweden",1,2,510,4,30
"4527",3,1957,5,3,9,"Austria",4,2,264,1,59
"40182",3,1965,5,4,8,"Austria",2,1,213,1,51
"55622",4,1948,4,2,6,"Sweden",2,1,120,1,68
"5756",5,1953,3,2,4,"Sweden",4,2,410,2,63
"41642",5,1975,3,2,8,"Austria",3,1,233,3,41
"49962",8,1952,3,1,4,"Sweden",3,1,520,1,64
"5642",5,1962,2,1,4,"Sweden",2,1,720,1,54
"50392",6,1965,4,1,8,"Sweden",3,1,210,1,51
"47461",7,1974,2,2,5,"Austria",2,1,513,4,42
"51071",4,1956,5,1,9,"Sweden",4,2,230,1,60
"45681",3,1964,4,3,8,"Austria",1,2,235,4,52
"45282",5,1979,2,3,4,"Austria",1,2,522,3,37
"43261",7,1966,3,3,4,"Austria",1,1,713,1,50
"46831",0,1973,1,1,4,"Austria",2,2,412,4,43
"55921",7,1974,5,1,7,"Sweden",2,2,320,1,42
"41832",5,1958,2,2,4,"Austria",3,2,522,2,58
"40642",4,1955,5,1,8,"Austria",3,1,112,1,61
"89371",5,1974,1,4,3,"Bulgaria",3,1,510,4,42
"5147",4,1951,5,2,6,"Sweden",4,1,340,4,65
"5064",0,1937,2,2,2,"Sweden",4,2,910,1,79
"54591",5,1936,1,2,4,"Sweden",4,1,830,2,80
"5122",5,1991,1,1,5,"Sweden",1,2,510,1,25
"52082",8,1948,2,2,2,"Sweden",1,1,520,1,68
"57351",6,1944,2,2,2,"Sweden",1,1,610,2,72
"51042",7,1986,1,1,6,"Sweden",4,1,510,1,30
"8946",3,1940,1,3,3,"Bulgaria",3,2,910,2,76
"5737",4,1988,3,2,7,"Sweden",1,1,310,1,28
"5555",9,1962,5,2,8,"Sweden",4,2,210,4,54
"47854",7,1987,2,3,4,"Austria",2,2,532,4,29
"45253",3,1984,3,3,3,"Austria",1,1,818,3,32
"4724",4,1977,4,3,5,"Austria",1,2,234,1,39
"39671",5,1980,4,3,4,"Austria",1,2,134,1,36
"4222",5,1971,4,2,4,"Austria",3,1,723,1,45
"53701",2,1981,1,3,8,"Sweden",2,2,230,4,35
"43301",2,1956,5,3,5,"Austria",1,1,132,1,60
"43392",5,1965,4,3,3,"Austria",1,1,141,1,51
"40402",5,1966,5,2,8,"Austria",4,1,112,1,50
"5732",5,1955,2,2,4,"Sweden",4,2,340,4,61
"5178",7,1948,4,2,4,"Sweden",2,2,510,1,68
"53671",5,1987,5,2,7,"Sweden",4,2,230,1,29
"48822",5,1982,2,3,4,"Austria",4,1,241,4,34
"46852",5,1967,4,1,8,"Austria",4,2,411,3,49
"43582",4,1966,5,3,4,"Austria",1,1,223,1,50
"41094",5,1983,4,3,4,"Austria",4,1,432,1,33
"55523",8,1949,4,1,7,"Sweden",4,1,340,4,67
"49762",7,1987,3,2,4,"Sweden",4,2,720,1,29
"42802",5,1957,2,3,4,"Austria",1,1,821,1,59
"4773",6,1969,4,1,5,"Austria",3,1,111,1,47
"42813",5,1965,3,3,4,"Austria",3,1,933,4,51
"48781",4,1988,3,2,4,"Austria",1,1,721,4,28
"45952",5,1984,5,4,4,"Austria",1,1,513,1,32
"5062",2,1937,2,3,2,"Sweden",1,2,820,1,79
"46482",5,1991,2,3,4,"Austria",1,1,834,4,25
"56641",3,1954,2,1,4,"Sweden",4,1,240,1,62
"56691",2,1989,4,2,7,"Sweden",4,2,910,1,27
"51542",5,1964,4,2,4,"Sweden",2,2,720,1,52
"89662",0,1952,3,3,4,"Bulgaria",2,2,440,1,64
"89492",10,1975,4,2,4,"Bulgaria",3,1,520,1,41
"89291",5,1970,4,4,8,"Bulgaria",3,1,340,1,46
