"","caseid","state","age","gender","citizen","marital_stat","veteran","active_armedforces","emp_status","multi_jobs","work_class","retired","fulltime_emp","hours_worked","fam_income","household_size","household_kids","household_child","phys_challenge","travel","phone","volunteer","religion","sports","social","food","gov_civic","household","pro_services","purchasing","education","work","care_nonhousehold","care_household","household_chores","personal_care","sleep","groom","health_related","eating","class","homework","socializing"
"4510","20120503120840","Illinois",26,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$75,000 to $99,999",3,0,"No","No difficulty",505,0,0,0,0,502,0,0,0,0,33,0,0,0,0,40,360,300,60,0,0,0,0,487
"4511","20120503120854","Maryland",19,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$35,000 to $39,999",3,1,"Yes","No difficulty",0,0,0,0,0,565,65,0,0,0,0,0,0,0,0,90,720,720,0,0,65,0,0,10
"4512","20120503120870","Mississippi",24,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",22,"$15,000 to $19,999",3,0,"No","No difficulty",110,0,0,0,0,490,60,0,0,0,0,0,180,0,0,60,540,480,60,0,60,0,0,490
"4513","20120503120887","Florida",58,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",60,"$75,000 to $99,999",3,0,"No","No difficulty",130,0,0,0,0,15,0,0,0,0,0,0,735,0,0,5,555,510,45,0,0,0,0,0
"4514","20120503120908","New York",77,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$75,000 to $99,999",1,0,"No","No difficulty",240,0,0,0,0,270,30,0,0,0,180,0,0,0,0,0,720,660,60,0,30,0,0,270
"4515","20120503120912","Minnesota",46,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$12,500 to $14,999",2,0,"No","No difficulty",145,0,0,0,195,15,45,0,0,20,0,0,490,0,0,60,470,425,45,0,45,0,0,0
"4516","20120503120916","Maryland",58,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Government, local","No answer","Full time",70,"$150,000 and over",3,1,"Yes","No difficulty",305,0,0,0,0,279,90,0,0,0,0,0,0,11,151,210,394,364,30,0,90,0,0,120
"4517","20120503120927","New York",43,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",9999,"$15,000 to $19,999",7,4,"Yes","No difficulty",385,0,0,0,0,160,90,0,0,0,0,0,0,0,25,180,570,550,20,0,90,0,0,160
"4518","20120503120929","California",30,"Male","Foreign born, US citizen","Never married","Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",7,2,"Yes","No difficulty",135,0,0,0,0,30,70,0,0,0,20,0,450,0,0,105,630,485,110,35,70,0,0,0
"4519","20120503120931","Florida",63,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$25,000 to $29,999",2,0,"No","No difficulty",40,0,0,30,0,560,35,0,0,30,0,0,0,0,120,20,605,580,20,5,35,0,0,5
"4520","20120503120957","Washington",39,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",4,2,"Yes","No difficulty",185,0,0,0,0,395,60,0,0,0,0,0,0,0,0,210,590,560,30,0,60,0,0,185
"4521","20120503120960","Utah",52,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",50,"$150,000 and over",2,1,"Yes","No difficulty",40,0,0,0,0,140,30,0,0,0,0,0,520,0,0,75,635,600,35,0,30,0,0,0
"4522","20120503120970","District of Columbia",26,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$75,000 to $99,999",3,0,"No","No difficulty",117,0,0,0,0,270,35,0,5,0,10,0,453,0,0,0,550,505,45,0,35,0,0,270
"4523","20120503120974","Ohio",48,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",28,"$10,000 to $12,499",4,2,"Yes","No difficulty",14,0,0,0,0,0,60,0,0,0,0,0,480,0,0,345,541,451,90,0,60,0,0,0
"4524","20120503120990","Colorado",85,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$25,000 to $29,999",2,0,"No","No difficulty",95,0,0,0,0,120,180,0,0,0,75,0,0,30,0,195,700,640,60,0,180,0,0,0
"4525","20120503121038","Washington",52,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Part time",30,"$75,000 to $99,999",3,1,"Yes","No difficulty",45,0,0,0,0,220,90,0,0,0,10,0,380,0,5,110,580,540,40,0,90,0,0,50
"4526","20120503121046","Mississippi",17,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$100,000 to $149,999",4,2,"Yes","No difficulty",249,0,0,0,75,0,48,0,0,0,8,428,0,10,0,30,487,445,42,0,48,428,0,0
"4527","20120503121065","Arkansas",38,"Male","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",35,"$50,000 to $59,999",2,0,"No","No difficulty",42,0,190,0,15,115,133,0,0,0,0,0,390,0,0,15,540,500,40,0,133,0,0,15
"4528","20120503121074","Minnesota",59,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$150,000 and over",2,0,"No","Has difficulty",10,0,0,0,0,360,150,0,0,0,60,0,0,0,0,180,680,665,15,0,150,0,0,180
"4529","20120503121075","Illinois",51,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Government, federal","No answer","Full time",9995,"$40,000 to $49,999",4,1,"Yes","No difficulty",120,0,0,0,0,285,15,0,0,0,0,0,510,0,0,20,490,450,40,0,15,0,0,240
"4530","20120503121088","Pennsylvania",45,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",52,"$75,000 to $99,999",4,2,"Yes","No difficulty",60,0,0,0,0,150,60,0,0,0,0,0,630,0,90,0,450,390,60,0,60,0,0,0
"4531","20120503121104","Pennsylvania",49,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",22,"$60,000 to $74,999",4,2,"Yes","No difficulty",52,0,253,60,0,145,55,0,0,0,15,0,0,2,183,105,570,515,55,0,55,0,0,60
"4532","20120503121111","Florida",85,"Male","Native, Born in USA","Divored","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$10,000 to $12,499",1,0,"No","No difficulty",105,0,0,0,0,290,95,0,0,0,0,0,0,240,0,250,460,460,0,0,95,0,0,150
"4533","20120503121119","Texas",55,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$60,000 to $74,999",3,1,"Yes","No difficulty",150,0,0,0,0,300,135,0,0,0,240,0,240,0,0,0,375,330,45,0,135,0,0,0
"4534","20120503121121","California",35,"Female","Foreign born, not US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$12,500 to $14,999",3,1,"Yes","No difficulty",16,0,0,0,0,120,30,0,0,262,0,0,0,0,0,0,1012,772,0,240,30,0,0,0
"4535","20120503121157","Florida",76,"Male","Native, Born in USA","Divored","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$50,000 to $59,999",2,0,"No","No difficulty",95,0,0,0,180,60,180,0,0,0,0,0,0,0,0,15,670,490,180,0,180,0,0,60
"4536","20120503121179","Alabama",57,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Full time",40,"$75,000 to $99,999",3,1,"Yes","No difficulty",75,0,0,0,0,255,45,0,0,0,5,0,490,0,0,30,540,510,30,0,45,0,0,0
"4537","20120503121180","Louisiana",29,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$50,000 to $59,999",1,0,"No","No difficulty",41,0,0,0,0,479,0,0,0,0,35,0,0,0,0,225,660,615,45,0,0,0,0,360
"4538","20120503121188","South Dakota",79,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$15,000 to $19,999",1,0,"No","Has difficulty",115,15,0,0,45,35,165,0,0,0,45,0,0,410,0,95,515,440,65,10,165,0,0,20
"4539","20120503121207","California",85,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$30,000 to $34,999",1,0,"No","No difficulty",60,0,0,0,0,600,180,0,0,0,0,0,0,0,0,0,600,600,0,0,180,0,0,540
"4540","20120503121226","Ohio",46,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",95,"$40,000 to $49,999",1,0,"No","No difficulty",0,0,0,0,0,90,90,0,0,0,0,0,705,0,0,15,540,480,60,0,90,0,0,90
"4541","20120503121239","Texas",46,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$10,000 to $12,499",1,0,"No","Has difficulty",40,0,0,0,0,775,20,0,0,0,60,0,0,0,0,5,540,480,60,0,20,0,0,155
"4542","20120503121277","California",58,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$150,000 and over",1,0,"No","No difficulty",80,0,150,0,125,360,50,0,0,0,35,0,0,0,0,170,470,455,15,0,50,0,0,0
"4543","20120503121295","Texas",37,"Female","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$35,000 to $39,999",4,2,"Yes","No difficulty",60,0,0,80,0,10,75,0,0,0,0,0,425,0,90,160,540,480,60,0,75,0,0,10
"4544","20120503121297","Oklahoma",62,"Male","Native, Born in USA","Married","Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Part time",15,"$100,000 to $149,999",2,0,"No","Has difficulty",59,0,10,330,0,338,153,0,0,0,0,0,0,0,0,10,540,405,135,0,153,0,0,0
"4545","20120503121305","Nebraska",56,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Not retired","No answer",9999,"Less than $5,000",3,1,"Yes","Has difficulty",30,0,0,100,0,185,80,0,0,0,85,0,0,0,61,339,560,530,30,0,80,0,0,165
"4546","20120503121310","Illinois",55,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",3,0,"No","No difficulty",30,0,0,0,30,345,60,0,0,0,0,0,505,0,0,65,405,345,60,0,60,0,0,0
"4547","20120503121318","Illinois",16,"Male","Foreign born, US citizen","Never married","No answer","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$75,000 to $99,999",5,3,"Yes","No difficulty",140,0,0,0,150,295,10,0,0,0,5,0,0,0,90,0,750,570,180,0,10,0,0,180
"4548","20120503121325","Connecticut",39,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$25,000 to $29,999",3,1,"Yes","No difficulty",135,0,495,0,0,120,90,0,0,0,30,0,0,0,0,360,210,210,0,0,90,0,0,90
"4549","20120503121329","Utah",58,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",3,0,"No","No difficulty",45,0,0,0,0,75,60,0,0,0,90,0,0,0,0,660,510,510,0,0,60,0,0,0
"4550","20120503121343","Arizona",80,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$12,500 to $14,999",1,0,"No","No difficulty",0,0,0,0,15,352,120,0,0,0,0,0,0,0,0,365,528,515,10,3,120,0,0,0
"4551","20120503121347","Florida",44,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$30,000 to $34,999",3,1,"Yes","No difficulty",44,0,0,0,0,641,120,0,0,0,0,0,0,0,0,70,530,465,65,0,120,0,0,506
"4552","20120503121368","Oklahoma",44,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$25,000 to $29,999",2,1,"Yes","Has difficulty",29,0,0,0,0,377,20,0,0,0,10,0,450,0,126,0,428,388,40,0,20,0,0,0
"4553","20120503121373","Texas",49,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$35,000 to $39,999",1,0,"No","No difficulty",3,0,0,0,0,0,25,0,0,0,0,0,769,0,0,0,643,583,60,0,25,0,0,0
"4554","20120503121376","Texas",76,"Male","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$7,500 to $9,999",1,0,"No","Has difficulty",40,0,0,0,0,660,75,0,0,0,0,0,0,0,0,0,665,605,60,0,75,0,0,240
"4555","20120503121413","North Dakota",44,"Female","Foreign born, not US citizen","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$15,000 to $19,999",3,2,"Yes","Has difficulty",110,0,0,25,0,135,60,0,0,0,0,0,470,0,0,110,530,455,75,0,60,0,0,0
"4556","20120503121423","Texas",37,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",43,"$150,000 and over",3,1,"Yes","No difficulty",33,0,0,0,0,387,20,0,0,0,113,0,0,0,170,210,507,477,30,0,20,0,0,387
"4557","20120503121437","Texas",51,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",55,"$35,000 to $39,999",3,1,"Yes","No difficulty",5,0,0,0,0,105,65,0,0,0,0,0,735,0,0,35,495,465,30,0,65,0,0,0
"4558","20120503121449","Illinois",33,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$100,000 to $149,999",4,2,"Yes","No difficulty",40,0,0,0,0,105,75,0,0,0,0,0,500,0,160,70,490,460,30,0,75,0,0,0
"4559","20120503121450","Missori",31,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Part time",30,"Less than $5,000",4,3,"Yes","No difficulty",55,15,0,30,0,200,60,0,0,0,0,0,355,0,85,45,595,450,145,0,60,0,0,0
"4560","20120503121474","Virginia",51,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, federal","No answer","Full time",45,"$150,000 and over",4,2,"Yes","No difficulty",95,15,0,0,60,251,30,0,0,0,0,0,60,0,78,338,513,468,45,0,30,0,0,7
"4561","20120503121475","Virginia",35,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$35,000 to $39,999",5,3,"Yes","No difficulty",70,0,0,0,0,200,20,0,0,10,0,0,520,0,30,10,580,505,75,0,20,0,0,0
"4562","20120503121483","California",29,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Part time",30,"$60,000 to $74,999",4,2,"Yes","No difficulty",70,0,0,190,0,15,90,0,0,0,0,0,360,0,30,75,610,540,70,0,90,0,0,0
"4563","20120503121506","Texas",34,"Female","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Part time",20,"$100,000 to $149,999",3,1,"Yes","No difficulty",135,0,0,0,0,123,90,0,0,0,0,0,300,0,215,120,457,457,0,0,90,0,0,33
"4564","20120503121511","Illinois",69,"Male","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$75,000 to $99,999",2,0,"No","No difficulty",120,0,90,0,0,265,75,0,0,0,60,0,0,0,0,35,690,630,60,0,75,0,0,30
"4565","20120503121523","Wisconsin",21,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",35,"$100,000 to $149,999",8,5,"Yes","No difficulty",25,30,0,0,0,40,45,0,0,0,0,0,670,0,0,0,630,565,65,0,45,0,0,20
"4566","20120503121533","Missori",59,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$25,000 to $29,999",2,0,"No","No difficulty",120,0,0,0,0,320,115,0,0,45,60,0,0,0,0,240,540,480,60,0,115,0,0,60
"4567","20120503121559","Pennsylvania",28,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$25,000 to $29,999",3,1,"Yes","No difficulty",930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,450,60,0,0,0,0,0
"4568","20120503121607","New Jersey",48,"Female","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$10,000 to $12,499",2,1,"Yes","No difficulty",110,0,0,0,0,130,60,0,0,0,120,0,265,0,0,275,480,480,0,0,60,0,0,5
"4569","20120503121663","Virginia",32,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$25,000 to $29,999",2,0,"No","No difficulty",0,0,0,0,0,426,20,0,0,0,0,0,0,0,0,14,980,956,20,4,20,0,0,0
"4570","20120503121678","Massachusetts",65,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Part time",20,"$40,000 to $49,999",1,0,"No","No difficulty",30,0,0,0,0,429,30,0,0,0,0,0,0,0,0,364,587,500,87,0,30,0,0,90
"4571","20120503121706","Wisconsin",34,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",45,"$15,000 to $19,999",7,5,"Yes","No difficulty",197,0,0,0,0,118,60,0,0,0,2,0,515,114,60,0,359,274,85,0,60,0,0,60
"4572","20120503121730","Florida",22,"Female","Native, Born in Territory","Separated","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",9,"$100,000 to $149,999",4,0,"No","No difficulty",105,0,0,0,0,180,30,0,0,0,0,180,0,25,0,0,530,470,60,0,30,0,180,60
"4573","20120503121737","Washington",39,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$25,000 to $29,999",1,0,"No","No difficulty",95,0,0,0,0,255,95,0,0,0,0,0,315,5,0,0,675,660,15,0,95,0,0,0
"4574","20120503121740","Utah",34,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",50,"$50,000 to $59,999",5,3,"Yes","No difficulty",100,0,90,0,0,90,65,0,0,0,5,0,610,0,10,5,465,445,20,0,65,0,0,0
"4575","20120503121751","Mississippi",52,"Female","Foreign born, US citizen","Divored","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",52,"$5,000 to $7,499",2,1,"Yes","Has difficulty",40,0,0,0,0,78,0,0,0,0,0,0,487,0,0,90,745,625,120,0,0,0,0,78
"4576","20120503121763","Massachusetts",15,"Male","Native, Born in USA","Never married","No answer","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$60,000 to $74,999",5,2,"Yes","No difficulty",145,0,0,0,330,70,55,0,0,20,0,65,0,0,0,10,745,713,32,0,55,0,65,0
"4577","20120503121779","Wisconsin",30,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",9995,"$50,000 to $59,999",4,1,"Yes","No difficulty",10,0,0,0,0,315,15,0,0,0,0,0,480,0,0,20,600,570,30,0,15,0,0,0
"4578","20120503121793","Kansas",61,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",65,"$100,000 to $149,999",1,0,"No","No difficulty",0,0,0,0,0,330,30,0,0,0,0,0,450,0,0,225,405,315,90,0,30,0,0,320
"4579","20120503121794","Oregon",35,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",16,"$12,500 to $14,999",3,1,"Yes","No difficulty",60,0,0,0,0,860,10,0,0,0,0,0,0,0,0,0,510,495,15,0,10,0,0,330
"4580","20120503121798","Texas",49,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",9995,"$5,000 to $7,499",4,2,"Yes","No difficulty",30,0,0,0,0,425,60,0,0,0,0,0,360,0,90,135,285,265,20,0,60,0,0,60
"4581","20120503121823","Wisconsin",40,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$30,000 to $34,999",3,1,"Yes","No difficulty",92,0,0,0,15,0,35,0,0,0,0,0,542,0,169,50,537,487,50,0,35,0,0,0
"4582","20120503121834","Michigan",51,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Full time",35,"$150,000 and over",2,0,"No","No difficulty",33,0,0,0,60,370,0,0,0,5,2,0,420,0,0,10,540,450,90,0,0,0,0,60
"4583","20120503121837","Oklahoma",40,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",45,"$50,000 to $59,999",4,2,"Yes","No difficulty",60,0,0,0,0,300,40,0,0,0,0,0,525,0,0,30,485,420,65,0,40,0,0,0
"4584","20120503121838","North Dakota",34,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",63,"$35,000 to $39,999",2,1,"Yes","No difficulty",84,0,0,0,60,0,50,0,0,0,0,0,571,0,72,60,543,453,90,0,50,0,0,0
"4585","20120503121843","Massachusetts",55,"Female","Foreign born, US citizen","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",42,"$40,000 to $49,999",6,2,"Yes","No difficulty",163,35,0,0,0,432,20,0,97,15,15,0,0,0,42,71,550,510,40,0,20,0,0,0
"4586","20120503121917","California",74,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$30,000 to $34,999",1,0,"No","No difficulty",0,0,0,0,0,210,25,0,0,0,0,0,0,0,0,0,1205,1155,40,10,25,0,0,0
"4587","20120503121938","Nebraska",74,"Male","Native, Born in USA","Divored","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$12,500 to $14,999",1,0,"No","No difficulty",8,0,0,0,0,682,90,0,0,0,0,0,0,10,0,230,420,420,0,0,90,0,0,0
"4588","20120503121952","Minnesota",51,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",50,"$60,000 to $74,999",3,1,"Yes","No difficulty",66,0,0,0,156,292,85,0,0,0,170,0,0,146,0,175,350,330,20,0,85,0,0,35
"4589","20120503121961","Pennsylvania",54,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",55,"$40,000 to $49,999",1,0,"No","No difficulty",20,0,0,0,0,210,120,0,0,0,30,0,0,0,0,520,540,540,0,0,120,0,0,0
"4590","20120503121969","Tennessee",61,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$25,000 to $29,999",5,2,"Yes","No difficulty",20,0,0,0,0,520,45,0,0,0,0,0,0,70,165,180,440,440,0,0,45,0,0,145
"4591","20120503121987","Iowa",26,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",12,"Less than $5,000",1,0,"No","Has difficulty",60,30,0,0,0,470,15,0,0,75,0,0,180,0,0,40,570,525,45,0,15,0,0,0
"4592","20120503121988","Texas",33,"Male","Native, Born in USA","Separated","Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",9999,"$20,000 to $24,999",1,0,"No","No difficulty",30,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,660,660,0,0,0,0,0,0
"4593","20120503122008","Ohio",21,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",15,"$75,000 to $99,999",2,0,"No","No difficulty",148,0,0,0,0,226,50,0,0,0,76,120,0,0,0,200,589,559,30,0,50,0,120,226
"4594","20120503122015","California",33,"Male","Foreign born, not US citizen","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$30,000 to $34,999",1,0,"No","No difficulty",135,0,0,0,0,240,150,0,0,0,60,0,30,0,0,135,690,690,0,0,150,0,0,0
"4595","20120503122079","Utah",38,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",60,"$40,000 to $49,999",5,3,"Yes","No difficulty",60,0,0,0,0,120,0,0,0,0,0,0,620,0,0,0,580,550,30,0,0,0,0,30
"4596","20120503122090","Wisconsin",47,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$30,000 to $34,999",1,0,"No","No difficulty",50,0,0,0,60,90,45,0,0,0,0,240,480,0,0,0,475,395,80,0,45,0,240,0
"4597","20120503122098","Maryland",69,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$75,000 to $99,999",1,0,"No","No difficulty",2,0,0,0,0,235,90,0,0,0,0,0,0,0,0,426,687,609,78,0,90,0,0,0
"4598","20120503122103","Georgia",60,"Female","Native, Born in USA","Separated","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"Less than $5,000",1,0,"No","Has difficulty",0,20,0,0,0,340,60,0,0,0,0,0,0,0,0,180,840,720,120,0,60,0,0,0
"4599","20120503122136","North Carolina",32,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",9995,"$75,000 to $99,999",5,3,"Yes","No difficulty",138,0,150,0,0,0,102,0,0,0,20,0,180,0,235,10,605,575,30,0,102,0,0,0
"4600","20120503122137","Wisconsin",36,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$60,000 to $74,999",4,2,"Yes","No difficulty",80,0,0,0,0,155,120,0,0,0,0,0,515,0,0,0,570,540,30,0,120,0,0,0
"4601","20120503122141","Georgia",52,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Self-employed, incorporated","No answer","Full time",9995,"$50,000 to $59,999",4,2,"Yes","No difficulty",82,0,0,0,90,183,60,0,0,0,5,0,10,0,0,540,470,385,85,0,60,0,0,153
"4602","20120503122150","Georgia",43,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",9999,"$5,000 to $7,499",6,4,"Yes","No difficulty",141,0,0,0,0,408,29,81,0,0,0,0,0,0,40,69,622,592,30,0,29,0,0,0
"4603","20120503122175","Connecticut",31,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",3,1,"Yes","No difficulty",67,20,0,0,30,158,60,0,0,0,25,0,455,0,0,30,595,540,55,0,60,0,0,0
"4604","20120503122180","Texas",33,"Female","Native, Born in USA","Married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",9999,"$15,000 to $19,999",4,2,"Yes","No difficulty",120,0,0,480,0,0,45,0,0,0,0,45,0,0,90,60,600,420,180,0,45,0,45,0
"4605","20120503122188","Michigan",57,"Male","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",9999,"$20,000 to $24,999",2,0,"No","No difficulty",23,0,0,0,0,720,0,0,0,0,40,0,0,0,0,0,657,657,0,0,0,0,0,120
"4606","20120503122238","Maryland",47,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","Yes","Self-employed, unincorporated","No answer","Full time",40,"$60,000 to $74,999",3,2,"Yes","No difficulty",196,0,165,0,0,199,20,0,0,0,0,0,60,0,255,100,445,390,55,0,20,0,0,29
